"Visualization ID","Mode","Statistic","Year","Value","Units","Name","Year ","Percent_1","change_from_previous_year_1","Commuting Mode","Rank","Date","Year 1"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Carbon dioxide - CO2","1999",,,"Transportation-Related Greenhouse Gas Emissions","1999","94.7",,,,,"1999"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Methane - CH4","1999",,,"Transportation-Related Greenhouse Gas Emissions","1999","0.3",,,,,"1999"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Nitrous oxide - N2O","1999",,,"Transportation-Related Greenhouse Gas Emissions","1999","2.4",,,,,"1999"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Hydrofluorocarbons - HFCs","1999",,,"Transportation-Related Greenhouse Gas Emissions","1999","2.5",,,,,"1999"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Electric_related","1999",,,"Transportation-Related Greenhouse Gas Emissions","1999","0.2",,,,,"1999"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Transportation","2000",,,"Transportation-Related Greenhouse Gas Emissions","2000","25.7",,,,,"2000"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Industry","2000",,,"Transportation-Related Greenhouse Gas Emissions","2000","33.2",,,,,"2000"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Commercial","2000",,,"Transportation-Related Greenhouse Gas Emissions","2000","16",,,,,"2000"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Residential","2000",,,"Transportation-Related Greenhouse Gas Emissions","2000","15.7",,,,,"2000"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Agriculture","2000",,,"Transportation-Related Greenhouse Gas Emissions","2000","8.7",,,,,"2000"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Total_Teragrams_of_CO2_Equivalent_Units","2000",,,"Transportation-Related Greenhouse Gas Emissions","2000","1,907.3",,,,,"2000"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Carbon dioxide - CO2","2000",,,"Transportation-Related Greenhouse Gas Emissions","2000","94.6",,,,,"2000"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Methane - CH4","2000",,,"Transportation-Related Greenhouse Gas Emissions","2000","0.2",,,,,"2000"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Nitrous oxide - N2O","2000",,,"Transportation-Related Greenhouse Gas Emissions","2000","2.3",,,,,"2000"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Hydrofluorocarbons - HFCs","2000",,,"Transportation-Related Greenhouse Gas Emissions","2000","2.7",,,,,"2000"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Electric_related","2000",,,"Transportation-Related Greenhouse Gas Emissions","2000","0.2",,,,,"2000"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Transportation","2001",,,"Transportation-Related Greenhouse Gas Emissions","2001","25.8",,,,,"2001"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Industry","2001",,,"Transportation-Related Greenhouse Gas Emissions","2001","32.2",,,,,"2001"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Commercial","2001",,,"Transportation-Related Greenhouse Gas Emissions","2001","16.3",,,,,"2001"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Residential","2001",,,"Transportation-Related Greenhouse Gas Emissions","2001","15.9",,,,,"2001"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Agriculture","2001",,,"Transportation-Related Greenhouse Gas Emissions","2001","9.1",,,,,"2001"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Total_Teragrams_of_CO2_Equivalent_Units","2001",,,"Transportation-Related Greenhouse Gas Emissions","2001","1,879.2",,,,,"2001"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Carbon dioxide - CO2","2001",,,"Transportation-Related Greenhouse Gas Emissions","2001","94.4",,,,,"2001"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Methane - CH4","2001",,,"Transportation-Related Greenhouse Gas Emissions","2001","0.2",,,,,"2001"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Nitrous oxide - N2O","2001",,,"Transportation-Related Greenhouse Gas Emissions","2001","2.2",,,,,"2001"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Hydrofluorocarbons - HFCs","2001",,,"Transportation-Related Greenhouse Gas Emissions","2001","3",,,,,"2001"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Electric_related","2001",,,"Transportation-Related Greenhouse Gas Emissions","2001","0.2",,,,,"2001"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Transportation","2002",,,"Transportation-Related Greenhouse Gas Emissions","2002","26.2",,,,,"2002"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Industry","2002",,,"Transportation-Related Greenhouse Gas Emissions","2002","31.5",,,,,"2002"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Commercial","2002",,,"Transportation-Related Greenhouse Gas Emissions","2002","16.2",,,,,"2002"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Residential","2002",,,"Transportation-Related Greenhouse Gas Emissions","2002","16.2",,,,,"2002"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Agriculture","2002",,,"Transportation-Related Greenhouse Gas Emissions","2002","9.2",,,,,"2002"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Total_Teragrams_of_CO2_Equivalent_Units","2002",,,"Transportation-Related Greenhouse Gas Emissions","2002","1,919.7",,,,,"2002"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Carbon dioxide - CO2","2002",,,"Transportation-Related Greenhouse Gas Emissions","2002","94.5",,,,,"2002"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Methane - CH4","2002",,,"Transportation-Related Greenhouse Gas Emissions","2002","0.2",,,,,"2002"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Nitrous oxide - N2O","2002",,,"Transportation-Related Greenhouse Gas Emissions","2002","2.1",,,,,"2002"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Hydrofluorocarbons - HFCs","2002",,,"Transportation-Related Greenhouse Gas Emissions","2002","3.1",,,,,"2002"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Electric_related","2002",,,"Transportation-Related Greenhouse Gas Emissions","2002","0.2",,,,,"2002"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Transportation","2003",,,"Transportation-Related Greenhouse Gas Emissions","2003","26.1",,,,,"2003"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Industry","2003",,,"Transportation-Related Greenhouse Gas Emissions","2003","31.3",,,,,"2003"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Commercial","2003",,,"Transportation-Related Greenhouse Gas Emissions","2003","16.3",,,,,"2003"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Residential","2003",,,"Transportation-Related Greenhouse Gas Emissions","2003","16.5",,,,,"2003"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Agriculture","2003",,,"Transportation-Related Greenhouse Gas Emissions","2003","9",,,,,"2003"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Total_Teragrams_of_CO2_Equivalent_Units","2003",,,"Transportation-Related Greenhouse Gas Emissions","2003","1,928",,,,,"2003"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Carbon dioxide - CO2","2003",,,"Transportation-Related Greenhouse Gas Emissions","2003","94.5",,,,,"2003"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Methane - CH4","2003",,,"Transportation-Related Greenhouse Gas Emissions","2003","0.2",,,,,"2003"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Nitrous oxide - N2O","2003",,,"Transportation-Related Greenhouse Gas Emissions","2003","2",,,,,"2003"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Hydrofluorocarbons - HFCs","2003",,,"Transportation-Related Greenhouse Gas Emissions","2003","3.1",,,,,"2003"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Electric_related","2003",,,"Transportation-Related Greenhouse Gas Emissions","2003","0.2",,,,,"2003"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Transportation","2004",,,"Transportation-Related Greenhouse Gas Emissions","2004","26.2",,,,,"2004"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Industry","2004",,,"Transportation-Related Greenhouse Gas Emissions","2004","31.5",,,,,"2004"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Commercial","2004",,,"Transportation-Related Greenhouse Gas Emissions","2004","16.3",,,,,"2004"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Residential","2004",,,"Transportation-Related Greenhouse Gas Emissions","2004","16.2",,,,,"2004"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Agriculture","2004",,,"Transportation-Related Greenhouse Gas Emissions","2004","9",,,,,"2004"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Total_Teragrams_of_CO2_Equivalent_Units","2004",,,"Transportation-Related Greenhouse Gas Emissions","2004","1,960.8",,,,,"2004"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Carbon dioxide - CO2","2004",,,"Transportation-Related Greenhouse Gas Emissions","2004","94.6",,,,,"2004"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Methane - CH4","2004",,,"Transportation-Related Greenhouse Gas Emissions","2004","0.2",,,,,"2004"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Nitrous oxide - N2O","2004",,,"Transportation-Related Greenhouse Gas Emissions","2004","1.8",,,,,"2004"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Hydrofluorocarbons - HFCs","2004",,,"Transportation-Related Greenhouse Gas Emissions","2004","3.2",,,,,"2004"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Electric_related","2004",,,"Transportation-Related Greenhouse Gas Emissions","2004","0.2",,,,,"2004"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Transportation","2005",,,"Transportation-Related Greenhouse Gas Emissions","2005","26.3",,,,,"2005"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Industry","2005",,,"Transportation-Related Greenhouse Gas Emissions","2005","30.7",,,,,"2005"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Commercial","2005",,,"Transportation-Related Greenhouse Gas Emissions","2005","16.6",,,,,"2005"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Residential","2005",,,"Transportation-Related Greenhouse Gas Emissions","2005","16.6",,,,,"2005"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Agriculture","2005",,,"Transportation-Related Greenhouse Gas Emissions","2005","9",,,,,"2005"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Total_Teragrams_of_CO2_Equivalent_Units","2005",,,"Transportation-Related Greenhouse Gas Emissions","2005","1,970.8",,,,,"2005"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Carbon dioxide - CO2","2005",,,"Transportation-Related Greenhouse Gas Emissions","2005","94.8",,,,,"2005"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Methane - CH4","2005",,,"Transportation-Related Greenhouse Gas Emissions","2005","0.2",,,,,"2005"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Nitrous oxide - N2O","2005",,,"Transportation-Related Greenhouse Gas Emissions","2005","1.6",,,,,"2005"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Hydrofluorocarbons - HFCs","2005",,,"Transportation-Related Greenhouse Gas Emissions","2005","3.2",,,,,"2005"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Electric_related","2005",,,"Transportation-Related Greenhouse Gas Emissions","2005","0.2",,,,,"2005"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Transportation","2006",,,"Transportation-Related Greenhouse Gas Emissions","2006","26.5",,,,,"2006"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Industry","2006",,,"Transportation-Related Greenhouse Gas Emissions","2006","31.2",,,,,"2006"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Commercial","2006",,,"Transportation-Related Greenhouse Gas Emissions","2006","16.5",,,,,"2006"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Residential","2006",,,"Transportation-Related Greenhouse Gas Emissions","2006","16",,,,,"2006"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Agriculture","2006",,,"Transportation-Related Greenhouse Gas Emissions","2006","9.1",,,,,"2006"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Total_Teragrams_of_CO2_Equivalent_Units","2006",,,"Transportation-Related Greenhouse Gas Emissions","2006","1,971",,,,,"2006"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Carbon dioxide - CO2","2006",,,"Transportation-Related Greenhouse Gas Emissions","2006","94.8",,,,,"2006"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Methane - CH4","2006",,,"Transportation-Related Greenhouse Gas Emissions","2006","0.2",,,,,"2006"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Nitrous oxide - N2O","2006",,,"Transportation-Related Greenhouse Gas Emissions","2006","1.5",,,,,"2006"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Hydrofluorocarbons - HFCs","2006",,,"Transportation-Related Greenhouse Gas Emissions","2006","3.3",,,,,"2006"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Electric_related","2006",,,"Transportation-Related Greenhouse Gas Emissions","2006","0.2",,,,,"2006"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Transportation","2007",,,"Transportation-Related Greenhouse Gas Emissions","2007","26.2",,,,,"2007"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Industry","2007",,,"Transportation-Related Greenhouse Gas Emissions","2007","30.5",,,,,"2007"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Commercial","2007",,,"Transportation-Related Greenhouse Gas Emissions","2007","16.8",,,,,"2007"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Residential","2007",,,"Transportation-Related Greenhouse Gas Emissions","2007","16.4",,,,,"2007"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Agriculture","2007",,,"Transportation-Related Greenhouse Gas Emissions","2007","9.3",,,,,"2007"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Total_Teragrams_of_CO2_Equivalent_Units","2007",,,"Transportation-Related Greenhouse Gas Emissions","2007","1,972.4",,,,,"2007"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Carbon dioxide - CO2","2007",,,"Transportation-Related Greenhouse Gas Emissions","2007","94.9",,,,,"2007"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Methane - CH4","2007",,,"Transportation-Related Greenhouse Gas Emissions","2007","0.1",,,,,"2007"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Nitrous oxide - N2O","2007",,,"Transportation-Related Greenhouse Gas Emissions","2007","1.4",,,,,"2007"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Hydrofluorocarbons - HFCs","2007",,,"Transportation-Related Greenhouse Gas Emissions","2007","3.3",,,,,"2007"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Electric_related","2007",,,"Transportation-Related Greenhouse Gas Emissions","2007","0.3",,,,,"2007"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Transportation","2008",,,"Transportation-Related Greenhouse Gas Emissions","2008","25.5",,,,,"2008"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Industry","2008",,,"Transportation-Related Greenhouse Gas Emissions","2008","30.6",,,,,"2008"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Commercial","2008",,,"Transportation-Related Greenhouse Gas Emissions","2008","17.2",,,,,"2008"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Residential","2008",,,"Transportation-Related Greenhouse Gas Emissions","2008","16.7",,,,,"2008"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Agriculture","2008",,,"Transportation-Related Greenhouse Gas Emissions","2008","9.3",,,,,"2008"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Total_Teragrams_of_CO2_Equivalent_Units","2008",,,"Transportation-Related Greenhouse Gas Emissions","2008","1,868.2",,,,,"2008"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Carbon dioxide - CO2","2008",,,"Transportation-Related Greenhouse Gas Emissions","2008","94.7",,,,,"2008"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Methane - CH4","2008",,,"Transportation-Related Greenhouse Gas Emissions","2008","0.1",,,,,"2008"
"Figure 5-13","Transportation-Related Greenhouse Gas Emissions","Nitrous oxide - N2O","2008",,,"Transportation-Related Greenhouse Gas Emissions","2008","1.4",,,,,"2008"
